"t","smoothMedian","smooth5","smooth95","date"
110,2404.47506545181,2078.21062372345,2967.26915994886,2021-04-21
111,2328.41402683949,2072.02572920075,2940.41063478434,2021-04-22
112,2259.06929271656,2070.10674223519,2913.55210961983,2021-04-23
113,2212.77668981769,2072.4536628268,2886.69358445531,2021-04-24
114,2167.36645627098,2079.06649097555,2859.83505929079,2021-04-25
115,2152.54278434953,2086.94623861621,2832.97653412628,2021-04-26
116,2168.30567405334,2096.09290574878,2806.11800896176,2021-04-27
117,2206.21072900392,2106.50649237326,2779.25948379724,2021-04-28
118,2253.86903163506,2113.9210909325,2752.40095863273,2021-04-29
119,2307.4021897665,2118.33670142649,2725.54243346821,2021-04-30
120,2371.30437678744,2119.75332385524,2698.6839083037,2021-05-01
121,2434.40656761922,2118.17095821875,2676.35094284723,2021-05-02
122,2478.71066687182,2116.58859258225,2658.54353709883,2021-05-03
123,2513.77666110043,2115.00622694576,2645.26169105847,2021-05-04
124,2535.44940063947,2113.42386130926,2636.50540472618,2021-05-05
125,2545.08657377055,2108.84250760752,2632.27467810193,2021-05-06
126,2538.79662419054,2104.86095151883,2632.56951118574,2021-05-07
127,2516.57955189944,2093.70805096818,2625.13529500437,2021-05-08
128,2493.64668608047,2070.92054122847,2605.44646984975,2021-05-09
129,2477.53925445548,2036.4984222997,2573.50303572189,2021-05-10
130,2415.35128581748,1988.80647011207,2525.98047837829,2021-05-11
131,2336.27741621829,1920.06579560614,2462.87879781894,2021-05-12
132,2226.44021418317,1833.27538684714,2384.19799404385,2021-05-13
133,2089.73123601527,1724.83645815679,2289.93806705302,2021-05-14
134,1926.15048171459,1602.52015161011,2192.35362581968,2021-05-15
135,1739.65241660701,1470.78973193418,2091.68222483348,2021-05-16
136,1522.32811004077,1329.645199129,1989.76224832898,2021-05-17
137,1351.23919046559,1197.92785790585,1888.17277085503,2021-05-18
138,1201.34617149526,1083.41659732418,1786.91379241162,2021-05-19
139,1085.16879632289,986.111417383984,1688.29054818246,2021-05-20
140,1002.70706494848,906.012318085263,1593.47683756636,2021-05-21
141,943.543100242438,843.119299428015,1502.47266056335,2021-05-22
142,907.676902204765,797.432361412242,1415.04046268378,2021-05-23
143,895.10847083546,768.951504037943,1329.34185969308,2021-05-24
144,872.122162336565,740.470646663645,1247.12229128491,2021-05-25
145,838.71797670808,711.989789289346,1168.38175745927,2021-05-26
